o1,o2,o3,o4,o5,o6,o7,o8,o9,o10,o11,o12,o13,o14,o15,o16,o17,o18,o19,o20,o21,o22,o23,o24,o25,o26,o27,o28,o29,o30,output
0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,1,2,13,14,30,28,26,8,4,15,23,19,29,12,6,0.52
0,0,0,0,0,0,0,0,0,0,0,0,24,17,1,2,13,14,30,28,26,8,4,15,23,19,29,12,6,3,0.52
0,0,0,0,0,0,0,0,0,0,0,24,17,1,2,13,14,30,28,26,8,4,15,23,19,29,12,6,3,25,0.58
0,0,0,0,0,0,0,0,0,0,24,17,1,2,13,14,30,28,26,8,4,15,23,19,29,12,6,3,25,11,0.58
0,0,0,0,0,0,0,0,0,24,17,1,2,13,14,30,28,26,8,4,15,23,19,29,12,6,3,25,11,16,0.52
0,0,0,0,0,0,0,0,24,17,1,2,13,14,30,28,26,8,4,15,23,19,29,12,6,3,25,11,16,22,0.52
0,0,0,0,0,0,0,24,17,1,2,13,14,30,28,26,8,4,15,23,19,29,12,6,3,25,11,16,22,7,0.45
0,0,0,0,0,0,24,17,1,2,13,14,30,28,26,8,4,15,23,19,29,12,6,3,25,11,16,22,7,18,0.42
0,0,0,0,0,24,17,1,2,13,14,30,28,26,8,4,15,23,19,29,12,6,3,25,11,16,22,7,18,21,0.39
0,0,0,0,24,17,1,2,13,14,30,28,26,8,4,15,23,19,29,12,6,3,25,11,16,22,7,18,21,27,0.42
0,0,0,24,17,1,2,13,14,30,28,26,8,4,15,23,19,29,12,6,3,25,11,16,22,7,18,21,27,5,0.45
0,0,24,17,1,2,13,14,30,28,26,8,4,15,23,19,29,12,6,3,25,11,16,22,7,18,21,27,5,10,0.4
0,24,17,1,2,13,14,30,28,26,8,4,15,23,19,29,12,6,3,25,11,16,22,7,18,21,27,5,10,20,0.45
24,17,1,2,13,14,30,28,26,8,4,15,23,19,29,12,6,3,25,11,16,22,7,18,21,27,5,10,20,9,0.31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,26,0.45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,26,13,0.49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,26,13,20,0.54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,26,13,20,28,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,26,13,20,28,10,0.53
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,26,13,20,28,10,14,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,26,13,20,28,10,14,3,0.46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,26,13,20,28,10,14,3,9,0.47
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,26,13,20,28,10,14,3,9,5,0.46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,26,13,20,28,10,14,3,9,5,15,0.52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,26,13,20,28,10,14,3,9,5,15,19,0.58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,26,13,20,28,10,14,3,9,5,15,19,16,0.52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,26,13,20,28,10,14,3,9,5,15,19,16,11,0.58
0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,26,13,20,28,10,14,3,9,5,15,19,16,11,27,0.56
0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,26,13,20,28,10,14,3,9,5,15,19,16,11,27,4,0.26
0,0,0,0,0,0,0,0,0,0,0,12,2,1,26,13,20,28,10,14,3,9,5,15,19,16,11,27,4,7,0.44
0,0,0,0,0,0,0,0,0,0,12,2,1,26,13,20,28,10,14,3,9,5,15,19,16,11,27,4,7,8,0.46
0,0,0,0,0,0,0,0,0,12,2,1,26,13,20,28,10,14,3,9,5,15,19,16,11,27,4,7,8,6,0.52
0,0,0,0,0,0,0,0,12,2,1,26,13,20,28,10,14,3,9,5,15,19,16,11,27,4,7,8,6,30,0.39
0,0,0,0,0,0,0,12,2,1,26,13,20,28,10,14,3,9,5,15,19,16,11,27,4,7,8,6,30,17,0.48
0,0,0,0,0,0,12,2,1,26,13,20,28,10,14,3,9,5,15,19,16,11,27,4,7,8,6,30,17,22,0.48
0,0,0,0,0,12,2,1,26,13,20,28,10,14,3,9,5,15,19,16,11,27,4,7,8,6,30,17,22,18,0.42
0,0,0,0,12,2,1,26,13,20,28,10,14,3,9,5,15,19,16,11,27,4,7,8,6,30,17,22,18,23,0.5
0,0,0,12,2,1,26,13,20,28,10,14,3,9,5,15,19,16,11,27,4,7,8,6,30,17,22,18,23,25,0.53
0,0,12,2,1,26,13,20,28,10,14,3,9,5,15,19,16,11,27,4,7,8,6,30,17,22,18,23,25,24,0.41
0,12,2,1,26,13,20,28,10,14,3,9,5,15,19,16,11,27,4,7,8,6,30,17,22,18,23,25,24,21,0.36
12,2,1,26,13,20,28,10,14,3,9,5,15,19,16,11,27,4,7,8,6,30,17,22,18,23,25,24,21,29,0.59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,23,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,23,3,0.48
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,23,3,19,0.51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,23,3,19,17,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,23,3,19,17,2,0.44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,23,3,19,17,2,16,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,23,3,19,17,2,16,20,0.5700000000000001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,23,3,19,17,2,16,20,24,0.49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,23,3,19,17,2,16,20,24,8,0.54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,23,3,19,17,2,16,20,24,8,5,0.47
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,23,3,19,17,2,16,20,24,8,5,28,0.55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,23,3,19,17,2,16,20,24,8,5,28,13,0.52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,23,3,19,17,2,16,20,24,8,5,28,13,4,0.33
0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,23,3,19,17,2,16,20,24,8,5,28,13,4,27,0.49
0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,23,3,19,17,2,16,20,24,8,5,28,13,4,27,14,0.5
0,0,0,0,0,0,0,0,0,0,0,0,15,30,23,3,19,17,2,16,20,24,8,5,28,13,4,27,14,22,0.46
0,0,0,0,0,0,0,0,0,0,0,15,30,23,3,19,17,2,16,20,24,8,5,28,13,4,27,14,22,10,0.46
0,0,0,0,0,0,0,0,0,0,15,30,23,3,19,17,2,16,20,24,8,5,28,13,4,27,14,22,10,29,0.54
0,0,0,0,0,0,0,0,0,15,30,23,3,19,17,2,16,20,24,8,5,28,13,4,27,14,22,10,29,12,0.61
0,0,0,0,0,0,0,0,15,30,23,3,19,17,2,16,20,24,8,5,28,13,4,27,14,22,10,29,12,9,0.36
0,0,0,0,0,0,0,15,30,23,3,19,17,2,16,20,24,8,5,28,13,4,27,14,22,10,29,12,9,11,0.54
0,0,0,0,0,0,15,30,23,3,19,17,2,16,20,24,8,5,28,13,4,27,14,22,10,29,12,9,11,18,0.46
0,0,0,0,0,15,30,23,3,19,17,2,16,20,24,8,5,28,13,4,27,14,22,10,29,12,9,11,18,6,0.54
0,0,0,0,15,30,23,3,19,17,2,16,20,24,8,5,28,13,4,27,14,22,10,29,12,9,11,18,6,7,0.45
0,0,0,15,30,23,3,19,17,2,16,20,24,8,5,28,13,4,27,14,22,10,29,12,9,11,18,6,7,25,0.49
0,0,15,30,23,3,19,17,2,16,20,24,8,5,28,13,4,27,14,22,10,29,12,9,11,18,6,7,25,26,0.61
0,15,30,23,3,19,17,2,16,20,24,8,5,28,13,4,27,14,22,10,29,12,9,11,18,6,7,25,26,1,0.44
15,30,23,3,19,17,2,16,20,24,8,5,28,13,4,27,14,22,10,29,12,9,11,18,6,7,25,26,1,21,0.36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,24,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,24,18,0.49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,24,18,25,0.51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,24,18,25,30,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,24,18,25,30,11,0.59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,24,18,25,30,11,17,0.49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,24,18,25,30,11,17,19,0.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,24,18,25,30,11,17,19,29,0.55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,24,18,25,30,11,17,19,29,23,0.52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,24,18,25,30,11,17,19,29,23,26,0.54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,24,18,25,30,11,17,19,29,23,26,1,0.42000000000000004
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,24,18,25,30,11,17,19,29,23,26,1,15,0.48
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,24,18,25,30,11,17,19,29,23,26,1,15,7,0.46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,24,18,25,30,11,17,19,29,23,26,1,15,7,21,0.41
0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,24,18,25,30,11,17,19,29,23,26,1,15,7,21,8,0.47
0,0,0,0,0,0,0,0,0,0,0,0,2,13,24,18,25,30,11,17,19,29,23,26,1,15,7,21,8,9,0.39
0,0,0,0,0,0,0,0,0,0,0,2,13,24,18,25,30,11,17,19,29,23,26,1,15,7,21,8,9,27,0.42
0,0,0,0,0,0,0,0,0,0,2,13,24,18,25,30,11,17,19,29,23,26,1,15,7,21,8,9,27,5,0.52
0,0,0,0,0,0,0,0,0,2,13,24,18,25,30,11,17,19,29,23,26,1,15,7,21,8,9,27,5,20,0.5
0,0,0,0,0,0,0,0,2,13,24,18,25,30,11,17,19,29,23,26,1,15,7,21,8,9,27,5,20,22,0.43
0,0,0,0,0,0,0,2,13,24,18,25,30,11,17,19,29,23,26,1,15,7,21,8,9,27,5,20,22,16,0.53
0,0,0,0,0,0,2,13,24,18,25,30,11,17,19,29,23,26,1,15,7,21,8,9,27,5,20,22,16,4,0.22999999999999998
0,0,0,0,0,2,13,24,18,25,30,11,17,19,29,23,26,1,15,7,21,8,9,27,5,20,22,16,4,6,0.48
0,0,0,0,2,13,24,18,25,30,11,17,19,29,23,26,1,15,7,21,8,9,27,5,20,22,16,4,6,3,0.54
0,0,0,2,13,24,18,25,30,11,17,19,29,23,26,1,15,7,21,8,9,27,5,20,22,16,4,6,3,28,0.55
0,0,2,13,24,18,25,30,11,17,19,29,23,26,1,15,7,21,8,9,27,5,20,22,16,4,6,3,28,14,0.5700000000000001
0,2,13,24,18,25,30,11,17,19,29,23,26,1,15,7,21,8,9,27,5,20,22,16,4,6,3,28,14,12,0.52
2,13,24,18,25,30,11,17,19,29,23,26,1,15,7,21,8,9,27,5,20,22,16,4,6,3,28,14,12,10,0.43
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,19,0.52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,19,8,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,19,8,5,0.46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,19,8,5,26,0.51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,19,8,5,26,22,0.46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,19,8,5,26,22,6,0.44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,19,8,5,26,22,6,24,0.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,19,8,5,26,22,6,24,7,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,19,8,5,26,22,6,24,7,25,0.53
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,19,8,5,26,22,6,24,7,25,16,0.55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,19,8,5,26,22,6,24,7,25,16,10,0.43
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,19,8,5,26,22,6,24,7,25,16,10,29,0.57
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,19,8,5,26,22,6,24,7,25,16,10,29,15,0.38
0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,19,8,5,26,22,6,24,7,25,16,10,29,15,4,0.32999999999999996
0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,19,8,5,26,22,6,24,7,25,16,10,29,15,4,13,0.63
0,0,0,0,0,0,0,0,0,0,0,0,17,21,19,8,5,26,22,6,24,7,25,16,10,29,15,4,13,2,0.35
0,0,0,0,0,0,0,0,0,0,0,17,21,19,8,5,26,22,6,24,7,25,16,10,29,15,4,13,2,14,0.6
0,0,0,0,0,0,0,0,0,0,17,21,19,8,5,26,22,6,24,7,25,16,10,29,15,4,13,2,14,18,0.39
0,0,0,0,0,0,0,0,0,17,21,19,8,5,26,22,6,24,7,25,16,10,29,15,4,13,2,14,18,30,0.33999999999999997
0,0,0,0,0,0,0,0,17,21,19,8,5,26,22,6,24,7,25,16,10,29,15,4,13,2,14,18,30,9,0.32999999999999996
0,0,0,0,0,0,0,17,21,19,8,5,26,22,6,24,7,25,16,10,29,15,4,13,2,14,18,30,9,27,0.46
0,0,0,0,0,0,17,21,19,8,5,26,22,6,24,7,25,16,10,29,15,4,13,2,14,18,30,9,27,28,0.5700000000000001
0,0,0,0,0,17,21,19,8,5,26,22,6,24,7,25,16,10,29,15,4,13,2,14,18,30,9,27,28,12,0.49
0,0,0,0,17,21,19,8,5,26,22,6,24,7,25,16,10,29,15,4,13,2,14,18,30,9,27,28,12,11,0.52
0,0,0,17,21,19,8,5,26,22,6,24,7,25,16,10,29,15,4,13,2,14,18,30,9,27,28,12,11,3,0.5
0,0,17,21,19,8,5,26,22,6,24,7,25,16,10,29,15,4,13,2,14,18,30,9,27,28,12,11,3,1,0.41000000000000003
0,17,21,19,8,5,26,22,6,24,7,25,16,10,29,15,4,13,2,14,18,30,9,27,28,12,11,3,1,23,0.52
17,21,19,8,5,26,22,6,24,7,25,16,10,29,15,4,13,2,14,18,30,9,27,28,12,11,3,1,23,20,0.45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0.44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,5,0.52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,5,3,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,5,3,27,0.47
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,5,3,27,28,0.49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,5,3,27,28,6,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,5,3,27,28,6,14,0.56
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,5,3,27,28,6,14,15,0.54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,5,3,27,28,6,14,15,23,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,5,3,27,28,6,14,15,23,20,0.51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,5,3,27,28,6,14,15,23,20,2,0.39
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,5,3,27,28,6,14,15,23,20,2,24,0.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,5,3,27,28,6,14,15,23,20,2,24,8,0.5700000000000001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,5,3,27,28,6,14,15,23,20,2,24,8,12,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,5,3,27,28,6,14,15,23,20,2,24,8,12,30,0.42
0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,5,3,27,28,6,14,15,23,20,2,24,8,12,30,22,0.46
0,0,0,0,0,0,0,0,0,0,0,0,11,7,5,3,27,28,6,14,15,23,20,2,24,8,12,30,22,10,0.45999999999999996
0,0,0,0,0,0,0,0,0,0,0,11,7,5,3,27,28,6,14,15,23,20,2,24,8,12,30,22,10,19,0.6
0,0,0,0,0,0,0,0,0,0,11,7,5,3,27,28,6,14,15,23,20,2,24,8,12,30,22,10,19,26,0.57
0,0,0,0,0,0,0,0,0,11,7,5,3,27,28,6,14,15,23,20,2,24,8,12,30,22,10,19,26,25,0.49
0,0,0,0,0,0,0,0,11,7,5,3,27,28,6,14,15,23,20,2,24,8,12,30,22,10,19,26,25,18,0.42
0,0,0,0,0,0,0,11,7,5,3,27,28,6,14,15,23,20,2,24,8,12,30,22,10,19,26,25,18,1,0.45
0,0,0,0,0,0,11,7,5,3,27,28,6,14,15,23,20,2,24,8,12,30,22,10,19,26,25,18,1,29,0.56
0,0,0,0,0,11,7,5,3,27,28,6,14,15,23,20,2,24,8,12,30,22,10,19,26,25,18,1,29,4,0.16000000000000003
0,0,0,0,11,7,5,3,27,28,6,14,15,23,20,2,24,8,12,30,22,10,19,26,25,18,1,29,4,16,0.48
0,0,0,11,7,5,3,27,28,6,14,15,23,20,2,24,8,12,30,22,10,19,26,25,18,1,29,4,16,9,0.35
0,0,11,7,5,3,27,28,6,14,15,23,20,2,24,8,12,30,22,10,19,26,25,18,1,29,4,16,9,17,0.4
0,11,7,5,3,27,28,6,14,15,23,20,2,24,8,12,30,22,10,19,26,25,18,1,29,4,16,9,17,13,0.64
11,7,5,3,27,28,6,14,15,23,20,2,24,8,12,30,22,10,19,26,25,18,1,29,4,16,9,17,13,21,0.36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,29,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,29,12,0.53
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,29,12,17,0.42
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,29,12,17,20,0.56
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,29,12,17,20,30,0.44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,29,12,17,20,30,9,0.45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,29,12,17,20,30,9,11,0.48
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,29,12,17,20,30,9,11,21,0.45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,29,12,17,20,30,9,11,21,13,0.54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,29,12,17,20,30,9,11,21,13,15,0.5700000000000001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,29,12,17,20,30,9,11,21,13,15,10,0.49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,29,12,17,20,30,9,11,21,13,15,10,5,0.45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,29,12,17,20,30,9,11,21,13,15,10,5,4,0.35
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,29,12,17,20,30,9,11,21,13,15,10,5,4,18,0.53
0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,29,12,17,20,30,9,11,21,13,15,10,5,4,18,28,0.55
0,0,0,0,0,0,0,0,0,0,0,0,19,14,29,12,17,20,30,9,11,21,13,15,10,5,4,18,28,23,0.52
0,0,0,0,0,0,0,0,0,0,0,19,14,29,12,17,20,30,9,11,21,13,15,10,5,4,18,28,23,16,0.51
0,0,0,0,0,0,0,0,0,0,19,14,29,12,17,20,30,9,11,21,13,15,10,5,4,18,28,23,16,22,0.43999999999999995
0,0,0,0,0,0,0,0,0,19,14,29,12,17,20,30,9,11,21,13,15,10,5,4,18,28,23,16,22,2,0.33
0,0,0,0,0,0,0,0,19,14,29,12,17,20,30,9,11,21,13,15,10,5,4,18,28,23,16,22,2,25,0.53
0,0,0,0,0,0,0,19,14,29,12,17,20,30,9,11,21,13,15,10,5,4,18,28,23,16,22,2,25,26,0.54
0,0,0,0,0,0,19,14,29,12,17,20,30,9,11,21,13,15,10,5,4,18,28,23,16,22,2,25,26,6,0.48
0,0,0,0,0,19,14,29,12,17,20,30,9,11,21,13,15,10,5,4,18,28,23,16,22,2,25,26,6,27,0.51
0,0,0,0,19,14,29,12,17,20,30,9,11,21,13,15,10,5,4,18,28,23,16,22,2,25,26,6,27,24,0.4
0,0,0,19,14,29,12,17,20,30,9,11,21,13,15,10,5,4,18,28,23,16,22,2,25,26,6,27,24,3,0.5
0,0,19,14,29,12,17,20,30,9,11,21,13,15,10,5,4,18,28,23,16,22,2,25,26,6,27,24,3,8,0.53
0,19,14,29,12,17,20,30,9,11,21,13,15,10,5,4,18,28,23,16,22,2,25,26,6,27,24,3,8,1,0.45
19,14,29,12,17,20,30,9,11,21,13,15,10,5,4,18,28,23,16,22,2,25,26,6,27,24,3,8,1,7,0.45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,10,0.46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,10,17,0.51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,10,17,27,0.44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,10,17,27,3,0.53
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,10,17,27,3,19,0.55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,10,17,27,3,19,11,0.52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,10,17,27,3,19,11,25,0.51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,10,17,27,3,19,11,25,15,0.53
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,10,17,27,3,19,11,25,15,16,0.46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,10,17,27,3,19,11,25,15,16,26,0.59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,10,17,27,3,19,11,25,15,16,26,30,0.39
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,10,17,27,3,19,11,25,15,16,26,30,24,0.49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,10,17,27,3,19,11,25,15,16,26,30,24,7,0.45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,10,17,27,3,19,11,25,15,16,26,30,24,7,1,0.37
0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,10,17,27,3,19,11,25,15,16,26,30,24,7,1,28,0.53
0,0,0,0,0,0,0,0,0,0,0,0,23,18,10,17,27,3,19,11,25,15,16,26,30,24,7,1,28,13,0.61
0,0,0,0,0,0,0,0,0,0,0,23,18,10,17,27,3,19,11,25,15,16,26,30,24,7,1,28,13,14,0.53
0,0,0,0,0,0,0,0,0,0,23,18,10,17,27,3,19,11,25,15,16,26,30,24,7,1,28,13,14,8,0.46
0,0,0,0,0,0,0,0,0,23,18,10,17,27,3,19,11,25,15,16,26,30,24,7,1,28,13,14,8,29,0.52
0,0,0,0,0,0,0,0,23,18,10,17,27,3,19,11,25,15,16,26,30,24,7,1,28,13,14,8,29,6,0.51
